idx,type,type_name,name,formula,pa,ra,pb,rb,coefs,srcs,saved,editable
206,10,Σ·[ref],произведение суммарного спроса на цену,(0.0008·[4190])·[201],0,201,,,0.0008,4190,0,0
207,9,Π,произведение суммарного спроса на цену,[202]·[5150],0;0,202;5150,,,,,0,0
208,9,Π,произведение суммарного спроса на цену,[203]·[5],0;0,203;5,,,,,0,0
209,9,Π,произведение суммарного спроса на цену,[204]·[4],0;0,204;4,,,,,0,0
210,12,Π/Σ,индекс розничных цен на товары услуги и досуг,[205] / (1.628·[201] + 1.628·[202] + 1.628·[203] + 1.628·[204]),0,205,,,1.628;1.628;1.628;1.628,201;202;203;204,0,0
211,9,Π,произведение объема выпущенной продукции на ее цену,[1039]·[1002],0;0,1039;1002,,,,,0,0
212,9,Π,произведение объема выпущенной продукции на ее цену,[2039]·[2002],0;0,2039;2002,,,,,0,0
213,9,Π,произведение объема выпущенной продукции на ее цену,[3039]·[3002],0;0,3039;3002,,,,,0,0
214,9,Π,произведение объема выпущенной продукции на ее цену,[4039]·[4002],0;0,4039;4002,,,,,0,0
215,9,Π,произведение объема выпущенной продукции на ее цену,[5039]·[5002],0;0,5039;5002,,,,,0,0
216,9,Π,произведение объема выпущенной продукции на ее цену,[6039]·[6002],0;0,6039;6002,,,,,0,0
217,9,Π,произведение объема выпущенной продукции на ее цену,[7039]·[7002],0;0,7039;7002,,,,,0,0
218,9,Π,произведение объема выпущенной продукции на ее цену,[8039]·[8002],0;0,8039;8002,,,,,0,0
219,9,Π,произведение объема выпущенной продукции на ее цену,[9039]·[9002],0;0,9039;9002,,,,,0,0
220,9,Π,произведение объема выпущенной продукции на ее цену,[10039]·[10002],0;0,10039;10002,,,,,0,0
221,9,Π,произведение объема выпущенной продукции на ее цену,[11039]·[11002],0;0,11039;11002,,,,,0,0
222,9,Π,произведение объема выпущенной продукции на ее цену,[12039]·[12002],0;0,12039;12002,,,,,0,0
223,9,Π,произведение объема выпущенной продукции на ее цену,[13039]·[13002],0;0,13039;13002,,,,,0,0
224,1,Σ,сумма всех произведений объема выпущенной продукции на ее цену,1·[211] + 1·[212] + 1·[213] + 1·[214] + 1·[215] + 1·[216] + 1·[217] + 1·[218] + 1·[219] + 1·[220] + 1·[221] + 1·[222] + 1·[223],,,,,1;1;1;1;1;1;1;1;1;1;1;1;1,211;212;213;214;215;216;217;218;219;220;221;222;223,0,0
225,11,Π/Π,средняя оптовая цена,[224] / [226],0,224,0,226,,,0,0
226,1,Σ,сумма выпусков продукции всех отраслей,1·[1002] + 1·[2002] + 1·[3002] + 1·[4002] + 1·[5002] + 1·[6002] + 1·[7002] + 1·[8002] + 1·[9002] + 1·[10002] + 1·[11002] + 1·[12002] + 1·[13002],,,,,1;1;1;1;1;1;1;1;1;1;1;1;1,1002;2002;3002;4002;5002;6002;7002;8002;9002;10002;11002;12002;13002,0,0
230,1,Σ,ставка депозита,0.1·1,,,,,0.1,const,0,0
231,4,1/(Tp+1)·g,общее количество безработных в сфере производства,"clip(1·(1·[1030] + 1·[2030] + 1·[3030] + 1·[4030] + 1·[5030] + 1·[6030] + 1·[7030] + 1·[8030] + 1·[9030] + 1·[10030] + 1·[11030] + 1·[12030] + 1·[13030]), 0.1, 1)",1,0,1;0.1,0;0,1;1;1;1;1;1;1;1;1;1;1;1;1,1030;2030;3030;4030;5030;6030;7030;8030;9030;10030;11030;12030;13030,7.78281,0
232,11,Π/Π,отношение величины потребности в труде к колич трудоспособных в сф производства,[233] / [234],0,233,0,234,,,0,0
233,1,Σ,общее колич трудоспособных в сфере производства,1·[1012] + 1·[2012] + 1·[3012] + 1·[4012] + 1·[5012] + 0.8·[6012] + 0.7·[7012] + 1·[8012] + 1·[9012] + 1·[10012] + 1·[11012] + 1·[12012] + 1·[13012],,,,,1;1;1;1;1;0.8;0.7;1;1;1;1;1;1,1012;2012;3012;4012;5012;6012;7012;8012;9012;10012;11012;12012;13012,0,0
234,1,Σ,общая потребность в труде в сфере производства,1·[1009] + 1·[2009] + 1·[3009] + 1·[4009] + 1·[5009] + 1·[6009] + 1·[7009] + 1·[8009] + 1·[9009] + 1·[10009] + 1·[11009] + 1·[12009] + 1·[13009],,,,,1;1;1;1;1;1;1;1;1;1;1;1;1,1009;2009;3009;4009;5009;6009;7009;8009;9009;10009;11009;12009;13009,0,0
235,2,уставка·Σ,доля безраб труд рес котор могут перейти в другие сектора,0.2·(1·[231]),0.2,235,,,1,231,0,1
241,11,Π/Π,степень безработицы в секторе,[1030] / [1012],0,1030,0,1012,,,0,0
242,11,Π/Π,степень безработицы в секторе,[2030] / [2012],0,2030,0,2012,,,0,0
243,11,Π/Π,степень безработицы в секторе,[3030] / [3012],0,3030,0,3012,,,0,0
244,11,Π/Π,степень безработицы в секторе,[4030] / [4012],0,4030,0,4012,,,0,0
245,11,Π/Π,степень безработицы в секторе,[5030] / [5012],0,5030,0,5012,,,0,0
246,11,Π/Π,степень безработицы в секторе,[6030] / [6012],0,6030,0,6012,,,0,0
247,11,Π/Π,степень безработицы в секторе,[7030] / [7012],0,7030,0,7012,,,0,0
248,11,Π/Π,степень безработицы в секторе,[8030] / [8012],0,8030,0,8012,,,0,0
249,11,Π/Π,степень безработицы в секторе,[9030] / [9012],0,9030,0,9012,,,0,0
250,11,Π/Π,степень безработицы в секторе,[10030] / [10012],0,10030,0,10012,,,0,0
251,11,Π/Π,степень безработицы в секторе,[11030] / [11012],0,11030,0,11012,,,0,0
252,11,Π/Π,степень безработицы в секторе,[12030] / [12012],0,12030,0,12012,,,0,0
253,11,Π/Π,степень безработицы в секторе,[13030] / [13012],0,13030,0,13012,,,0,0
254,14,clip Σ,сумма ЗП в сфере производства,"clip(-1497·1 + 1·[1032] + 1·[2032] + 1·[3032] + 1·[4032] + 1·[5032] + 1·[6032] + 1·[7032] + 1·[8032] + 1·[9032] + 1·[10032] + 1·[11032] + 1·[12032] + 1·[13032], 0, 1e+07)",0,0,1e+07,0,-1497;1;1;1;1;1;1;1;1;1;1;1;1;1,const;1032;2032;3032;4032;5032;6032;7032;8032;9032;10032;11032;12032;13032,0,0
255,4,1/(Tp+1)·g,,"clip(1·(1·[254]), 0.2, 1)",1,0,1;0.2,0;0,1,254,1.631e-08,0
256,14,clip Σ,эмиссия от роста числа занятых,"clip(0.05·[255], 0, 1e+07)",0,0,1e+07,0,0.05,255,0,0
257,1,Σ,сумма ЗП в сфере производства,1·[1032] + 1·[2032] + 1·[3032] + 1·[4032] + 1·[5032] + 1·[6032] + 1·[7032] + 1·[8032] + 1·[9032] + 1·[10032] + 1·[11032] + 1·[12032] + 1·[13032],,,,,1;1;1;1;1;1;1;1;1;1;1;1;1,1032;2032;3032;4032;5032;6032;7032;8032;9032;10032;11032;12032;13032,0,0
261,1,Σ,из бюджета натуральный спрос на сырье,1·[61],,,,,1,61,0,0
262,1,Σ,из бюджета натуральный спрос на маш,1·[62],,,,,1,62,0,0
263,1,Σ,из бюджета натуральный спрос на строит,1·[63],,,,,1,63,0,0
264,1,Σ,из бюджета натуральный спрос на с-х,1·[64],,,,,1,64,0,0
265,1,Σ,из бюджета натуральный спрос на ТНП,1·[65],,,,,1,65,0,0
266,1,Σ,из бюджета натуральный спрос на ВПК,1·[66],,,,,1,66,0,0
267,1,Σ,из бюджета натуральный спрос на уголь,1·[67],,,,,1,67,0,0
268,1,Σ,из бюджета натуральный спрос на нефть,1·[68],,,,,1,68,0,0
269,1,Σ,из бюджета натуральный спрос на газ,1·[69],,,,,1,69,0,0
270,1,Σ,из бюджета натуральный спрос на эл-эн,1·[70],,,,,1,70,0,0
271,1,Σ,из бюджета натуральный спрос на пищ,1·[81],,,,,1,81,0,0
272,1,Σ,из бюджета натуральный спрос на трансп,1·[82],,,,,1,82,0,0
273,1,Σ,из бюджета натуральный спрос на проч,1·[83],,,,,1,83,0,0
276,2,уставка·Σ,сумма денежных спросов из соц сф на строит жилья,1.00005·(1·[1810] + 1·[2810] + 1·[3810] + 1·[4810] + 1·[5810] + 1·[6810] + 1·[7810] + 1·[8810] + 1·[9810] + 1·[15110] + 1·[15210] + 1·[15310] + 1·[15410] + 1·[15510] + 1·[10810] + 1·[11810] + 1·[12810] + 1·[13810] + 1·[16110] + 1·[16210] + 1·[16310] + 1·[16410]),1.00005,0,,,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1810;2810;3810;4810;5810;6810;7810;8810;9810;15110;15210;15310;15410;15510;10810;11810;12810;13810;16110;16210;16310;16410,0,0
282,9,Π,денежн спорс сф потр на эл эн,[296]·[10039],0;0,296;10039,,,,,0,0
283,2,уставка·Σ,поставка в торговлю строит,10·(1·[293]),10,0,,,1,293,0,0
286,1,Σ,сумма натуральных спросов на эл-эн из сф потребл,0.227·[296],,,,,0.227,296,0,0
287,1,Σ,спрос на пищ из торговли,1.475·[297],,,,,1.475,297,0,0
293,11,Π/Π,натур спрос на жилье из сф потр,[276] / [3039],0,276,0,3039,,,0,0
294,2,уставка·Σ,натур спрос на с-х прод из сф потр,1·(1.916·[4194]),1,0,,,1.916,4194,0,0
295,2,уставка·Σ,денежн спрос на ТНП из торговли,1·(12.5·[5194]),1,0,,,12.5,5194,0,0
296,2,уставка·Σ,сумма натур спросов на эл-эн из сф потр,0.0003539·(1·[1867] + 1·[2867] + 1·[3867] + 1·[4867] + 1·[5867] + 1·[6867] + 1·[7867] + 1·[8867] + 1·[9867] + 1·[10867] + 1·[11867] + 1·[12867] + 1·[13867] + 1·[15167] + 1·[15267] + 1·[15367] + 1·[15467] + 1·[15567] + 1·[16167] + 1·[16267] + 1·[16367] + 1·[16467]),0.0003539,0,,,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1867;2867;3867;4867;5867;6867;7867;8867;9867;10867;11867;12867;13867;15167;15267;15367;15467;15567;16167;16267;16367;16467,0,0
297,2,уставка·Σ,натур спрос на пищ из сф потр,1.036·(1·[11194]),1.036,0,,,1,11194,0,0
298,2,уставка·Σ,,1·(1·1),1,298,,,1,const,0,1
299,2,уставка·Σ,,0·(1·1),0,299,,,1,const,0,1
301,1,Σ,для управления статьей расходов бюджета во времени,1·[481],,,,,1,481,0,0
302,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[482]),1,302,,,1,482,0,1
303,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[483]),1,303,,,1,483,0,1
304,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[484]),1,304,,,1,484,0,1
305,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[485]),1,305,,,1,485,0,1
306,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[486]),1,306,,,1,486,0,1
307,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[487]),1,307,,,1,487,0,1
308,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[488]),1,308,,,1,488,0,1
309,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[489]),1,309,,,1,489,0,1
310,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[490]),1,310,,,1,490,0,1
311,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[491]),1,311,,,1,491,0,1
312,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[492]),1,312,,,1,492,0,1
313,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[493]),1,313,,,1,493,0,1
314,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[494]),1,314,,,1,494,0,1
315,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[495]),1,315,,,1,495,0,1
316,2,уставка·Σ,для управления статьей расходов бюджета во времени,1·(1·[496]),1,316,,,1,496,0,1
317,2,уставка·Σ,для управления статьей расходов бюджета на культуру во времени,1·(1·[475]),1,317,,,1,475,0,1
318,2,уставка·Σ,,8·(1·[497]),8,318,,,1,497,0,1
319,2,уставка·Σ,исходн велич внутр долга,675·(1·1),675,319,,,1,const,0,1
320,2,уставка·Σ,виртуальный для фрагмента 70,1775·(1·1),1775,320,,,1,const,0,1
321,2,уставка·Σ,тариф на экспорт сырья,20·(0.01·1),20,321,,,0.01,const,0,1
322,2,уставка·Σ,тариф на экспорт маш,20·(0.01·1),20,322,,,0.01,const,0,1
323,2,уставка·Σ,тариф на экспорт строит,20·(0.01·1),20,323,,,0.01,const,0,1
324,2,уставка·Σ,тариф на экспорт ВПК,20·(0.01·1),20,324,,,0.01,const,0,1
325,2,уставка·Σ,тариф на экспорт нефти,20·(0.01·1),20,325,,,0.01,const,0,1
331,2,уставка·Σ,,0.001·(1·[4168]),0.001,0,,,1,4168,0,0
334,2,уставка·Σ,таможенный тариф газа,20·(0.01·1),20,334,,,0.01,const,0,1
335,2,уставка·Σ,таможенный тариф эл-эн,20·(0.01·1),20,335,,,0.01,const,0,1
336,2,уставка·Σ,таможенный тариф на транспорт,20·(0.01·1),20,336,,,0.01,const,0,1
337,2,уставка·Σ,таможенный тариф на прочее,20·(0.01·1),20,337,,,0.01,const,0,1
339,3,∫,,"∫(-1·[342] + 1·[340]) dt, x0=1",1,0,,,-1;1,342;340,4.18803e+08,0
340,2,уставка·Σ,процент по кредиту вутр долга,20·(0.01·[343]),20,340,,,0.01,343,0,1
341,14,clip Σ,,"clip(10·[343], 0, 1)",0,0,1,0,10,343,0,0
342,9,Π,обслуж внутр госдолга,[341],0,341,,,,,0,0
343,14,clip Σ,величина внутр долга,"clip(1·[339] + 1·[319], 0, 1e+07)",0,0,1e+07,0,1;1,339;319,0,0
346,2,уставка·Σ,для управления статьей расходов бюджета намедицину во времени,1·(1·[476]),1,346,,,1,476,0,1
347,2,уставка·Σ,для управления статьей расходов бюджета на науку во времени,1·(1·[477]),1,347,,,1,477,0,1
348,2,уставка·Σ,для управления статьей расходов бюджета на образование во времени,1·(1·[478]),1,348,,,1,478,0,1
350,4,1/(Tp+1)·g,кач жизни в демографию,"clip(1·(0.211·1 + 0.412·[380]), 1, 1)",1,0,1;1,0;0,0.211;0.412,const;380,0.457496,0
361,1,Σ,сумма платежей в статью расходов бюджета= план расходов  +  доля профицита,1·[71] + 1·[902],,,,,1;1,71;902,0,0
362,1,Σ,сумма платежей в статью расходов бюджета= план расходов  +  доля профицита,1·[72] + 0·[904],,,,,1;0,72;904,0,0
363,1,Σ,сумма платежей в статью расходов бюджета= план расходов  +  доля профицита,1·[73] + 0·[906],,,,,1;0,73;906,0,0
364,1,Σ,сумма платежей в статью расходов бюджета= план расходов  +  доля профицита,1·[74] + 1·[908],,,,,1;1,74;908,0,0
365,1,Σ,сумма платежей в статью расходов бюджета= план расходов  +  доля профицита,1·[75] + 1·[910],,,,,1;1,75;910,0,0
